play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,18,"Yea, stranger engines for the brunt of war,",,,,"['Yea', 'stranger', 'engines', 'brunt', 'war']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,19,"Than was the fiery keel at Antwerp?s bridge,",,,,"['fiery', 'keel', 'Antwerp', '\x99s', 'bridge']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,20,I?ll make my servile spirits to invent.,,,,"['\x99ll', 'make', 'servile', 'spirits', 'invent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,21,"Come, German Valdes, and Cornelius,",,,,"['Come', 'German', 'Valdes', 'Cornelius']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,22,And make me blest with your sage conference.,,,,"['make', 'blest', 'sage', 'conference']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,23,"Valdes, sweet Valdes, and Cornelius,",,,,"['Valdes', 'sweet', 'Valdes', 'Cornelius']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,24,Know that your words have won me at the last,,,,"['Know', 'words', 'last']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,25,To practice magic and concealed arts:,,,,"['practice', 'magic', 'concealed', 'arts']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,26,"Yet not your words only, but mine own fantasy,",,,,"['Yet', 'words', 'fantasy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,27,That will receive no object; for my head,,,,"['receive', 'object', 'head']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,28,But ruminates on necromantic skill.,,,,"['ruminates', 'necromantic', 'skill']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,29,Philosophy is odious and obscure;,,,,"['Philosophy', 'odious', 'obscure']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,30,Both law and physic are for petty wits;,,,,"['law', 'physic', 'petty', 'wits']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,31,"Divinity is basest of the three,",,,,"['Divinity', 'basest', 'three']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,32,"Unpleasant, harsh, contemptible, and vile:",,,,"['Unpleasant', 'harsh', 'contemptible', 'vile']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,33,"?Tis magic, magic, that hath ravish?d me.",,,,"['\x99Tis', 'magic', 'magic', 'ravish', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,34,"Then, gentle friends, aid me in this attempt;",,,,"['gentle', 'friends', 'aid', 'attempt']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,35,"And I, that have with concise syllogisms",,,,"['concise', 'syllogisms']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,36,"Gravell?d the pastors of the German church,",,,,"['Gravell', '\x99d', 'pastors', 'German', 'church']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,37,And made the flowering pride of Wertenberg,,,,"['made', 'flowering', 'pride', 'Wertenberg']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,38,"Swarm to my problems, as the infernal spirits",,,,"['Swarm', 'problems', 'infernal', 'spirits']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,39,"On sweet Musaeus when he came to hell,",,,,"['sweet', 'Musaeus', 'came', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,40,"Will be as cunning as Agrippa was,",,,,"['cunning', 'Agrippa']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,41,Whose shadow made all Europe honour him.,,,,"['Whose', 'shadow', 'made', 'Europe', 'honour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,1,"Faustus, these books, thy wit, and our experience,",,,,"['Faustus', 'books', 'wit', 'experience']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,2,Shall make all nations to canonize us.,,,,"['Shall', 'make', 'nations', 'canonize']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,3,"As Indian Moors obey their Spanish lords,",,,,"['Indian', 'Moors', 'obey', 'Spanish', 'lords']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,4,So shall the spirits of every element,,,,"['shall', 'spirits', 'every', 'element']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,5,Be always serviceable to us three;,,,,"['always', 'serviceable', 'three']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,6,Like lions shall they guard us when we please;,,,,"['Like', 'lions', 'shall', 'guard', 'please']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,7,"Like Almain rutters with their horsemen?s staves,",,,,"['Like', 'Almain', 'rutters', 'horsemen', '\x99s', 'staves']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,8,"Or Lapland giants, trotting by our sides;",,,,"['Lapland', 'giants', 'trotting', 'sides']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,9,"Sometimes like women, or unwedded maids,",,,,"['Sometimes', 'like', 'women', 'unwedded', 'maids']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,10,Shadowing more beauty in their airy brows,,,,"['Shadowing', 'beauty', 'airy', 'brows']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,11,Than have the white breasts of the queen of love:,,,,"['white', 'breasts', 'queen', 'love']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,12,"From Venice shall they drag huge argosies,",,,,"['Venice', 'shall', 'drag', 'huge', 'argosies']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,13,And from America the golden fleece,,,,"['America', 'golden', 'fleece']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,14,That yearly stuffs old Philip?s treasury;,,,,"['yearly', 'stuffs', 'old', 'Philip', '\x99s', 'treasury']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,15,If learned Faustus will be resolute.,,,,"['learned', 'Faustus', 'resolute']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Valdes, as resolute am I in this",,,,"['Valdes', 'resolute']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,As thou to live:  therefore object it not.,,,,"['live', 'therefore', 'object']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,1,The miracles that magic will perform,,,,"['miracles', 'magic', 'perform']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,2,Will make thee vow to study nothing else.,,,,"['make', 'vow', 'study', 'nothing', 'else']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,3,"He that is grounded in astrology,",,,,"['grounded', 'astrology']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,4,"Enrich?d with tongues, well seen in minerals,",,,,"['Enrich', '\x99d', 'tongues', 'well', 'seen', 'minerals']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,5,Hath all the principles magic doth require:,,,,"['principles', 'magic', 'doth', 'require']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,6,"Then doubt not, Faustus, but to be renowm?d,",,,,"['doubt', 'Faustus', 'renowm', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,7,And more frequented for this mystery,,,,"['frequented', 'mystery']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,8,Than heretofore the Delphian oracle.,,,,"['heretofore', 'Delphian', 'oracle']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,9,"The spirits tell me they can dry the sea,",,,,"['spirits', 'tell', 'dry', 'sea']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,10,"And fetch the treasure of all foreign wrecks,",,,,"['fetch', 'treasure', 'foreign', 'wrecks']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,11,"Ay, all the wealth that our forefathers hid",,,,"['Ay', 'wealth', 'forefathers', 'hid']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,12,Within the massy entrails of the earth:,,,,"['Within', 'massy', 'entrails', 'earth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,13,"Then tell me, Faustus, what shall we three want?",,,,"['tell', 'Faustus', 'shall', 'three', 'want']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nothing, Cornelius.  O, this cheers my soul!",,,,"['Nothing', 'Cornelius', 'cheers', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Come, shew me some demonstrations magical,",,,,"['Come', 'shew', 'demonstrations', 'magical']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"That I may conjure in some lusty grove,",,,,"['may', 'conjure', 'lusty', 'grove']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,And have these joys in full possession.,,,,"['joys', 'full', 'possession']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,1,"Then haste thee to some solitary grove,",,,,"['haste', 'solitary', 'grove']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,2,"And bear wise Bacon?s and Albertus??works,",,,,"['bear', 'wise', 'Bacon', '\x99s', 'Albertus', 'works']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,3,"The Hebrew Psalter, and New Testament;",,,,"['Hebrew', 'Psalter', 'New', 'Testament']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,4,And whatsoever else is requisite,,,,"['whatsoever', 'else', 'requisite']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,5,We will inform thee ere our conference cease.,,,,"['inform', 'conference', 'cease']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,1,"Valdes, first let him know the words of art;",,,,"['Valdes', 'first', 'let', 'know', 'words']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,2,"And then, all other ceremonies learn?d,",,,,"['ceremonies', 'learn', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,3,Faustus may try his cunning by himself.,,,,"['Faustus', 'may', 'try', 'cunning']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,1,"First I?ll instruct thee in the rudiments,",,,,"['First', '\x99ll', 'instruct', 'rudiments']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,2,And then wilt thou be perfecter than I.,,,,"['wilt', 'perfecter']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Then come and dine with me, and, after meat,",,,,"['come', 'dine', 'meat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,We?ll canvass every quiddity thereof;,,,,"['\x99ll', 'canvass', 'every', 'quiddity', 'thereof']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"For, ere I sleep, I?ll try what I can do:",,,,"['sleep', '\x99ll', 'try']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"This night I?ll conjure, though I die therefore.",,,,"['night', '\x99ll', 'conjure', 'though', 'die', 'therefore']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"I wonder what?s become of Faustus, that was wont",,,,"['wonder', '\x99s', 'become', 'Faustus', 'wont']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,to make our schools ring with sic probo.,,,,"['make', 'schools', 'ring', 'sic', 'probo']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"That shall we know, for see, here comes his boy.",,,,"['shall', 'know', 'see', 'comes', 'boy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"How now, sirrah! where?s thy master?",,,,"['sirrah', '\x99s', 'master']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,God in heaven knows.,,,,"['God', 'heaven', 'knows']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Why, dost not thou know?",,,,['know']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Yes, I know; but that follows not.",,,,"['Yes', 'know', 'follows']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Go to, sirrah! leave your jesting, and tell us",,,,"['Go', 'sirrah', 'leave', 'jesting', 'tell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,where he is.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"That follows not necessary by force of argument, that you,",,,,"['follows', 'necessary', 'force', 'argument']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,"being licentiates, should stand upon:  therefore acknowledge",,,,"['licentiates', 'stand', 'upon', 'therefore', 'acknowledge']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,"your error, and be attentive.",,,,"['error', 'attentive']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Why, didst thou not say thou knewest?",,,,"['didst', 'say', 'knewest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,Have you any witness on?t?,,,,"['witness', '\x99t']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Yes, sirrah, I heard you.",,,,"['Yes', 'sirrah', 'heard']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,Ask my fellow if I be a thief.,,,,"['Ask', 'fellow', 'thief']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Well, you will not tell us?",,,,"['Well', 'tell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Yes, sir, I will tell you:  yet, if you were not dunces,",,,,"['Yes', 'sir', 'tell', 'yet', 'dunces']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,you would never ask me such a question; for is not he corpus,,,,"['would', 'never', 'ask', 'question', 'corpus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,naturale? and is not that mobile? then wherefore should you,,,,"['naturale', 'mobile']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,4,"ask me such a question?  But that I am by nature phlegmatic,",,,,"['ask', 'question', 'nature', 'phlegmatic']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,5,"slow to wrath, and prone to lechery (to love, I would say),",,,,"['slow', 'wrath', 'prone', 'lechery', 'love', 'would', 'say']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,6,it were not for you to come within forty foot of the place,,,,"['come', 'within', 'forty', 'foot', 'place']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,7,"of execution, although I do not doubt to see you both hanged",,,,"['execution', 'although', 'doubt', 'see', 'hanged']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,8,"the next sessions.  Thus having triumphed over you, I will set",,,,"['next', 'sessions', 'Thus', 'triumphed', 'set']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,9,"my countenance like a precisian, and begin to speak thus:",,,,"['countenance', 'like', 'precisian', 'begin', 'speak', 'thus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,10,"Truly, my dear brethren, my master is within at dinner,",,,,"['Truly', 'dear', 'brethren', 'master', 'within', 'dinner']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,11,"with Valdes and Cornelius, as this wine, if it could speak,",,,,"['Valdes', 'Cornelius', 'wine', 'could', 'speak']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,12,"would inform your worships:  and so, the Lord bless you,",,,,"['would', 'inform', 'worships', 'Lord', 'bless']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,13,"preserve you, and keep you, my dear brethren, my dear brethren!",,,,"['preserve', 'keep', 'dear', 'brethren', 'dear', 'brethren']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Nay, then, I fear he is fallen into that damned art",,,,"['Nay', 'fear', 'fallen', 'damned']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,for which they two are infamous through the world.,,,,"['two', 'infamous', 'world']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Were he a stranger, and not allied to me, yet should",,,,"['stranger', 'allied', 'yet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,2,"I grieve for him. But, come, let us go and inform the Rector,",,,,"['grieve', 'come', 'let', 'go', 'inform', 'Rector']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,3,and see if he by his grave counsel can reclaim him.,,,,"['see', 'grave', 'counsel', 'reclaim']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"O, but I fear me nothing can reclaim him!",,,,"['fear', 'nothing', 'reclaim']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,Yet let us try what we can do.,,,,"['Yet', 'let', 'try']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Now that the gloomy shadow of the earth,",,,,"['gloomy', 'shadow', 'earth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Longing to view Orion?s drizzling look,",,,,"['Longing', 'view', 'Orion', '\x99s', 'drizzling', 'look']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Leaps from th??antartic world unto the sky,",,,,"['Leaps', 'th', 'antartic', 'world', 'unto', 'sky']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"And dims the welkin with her pitchy breath,",,,,"['dims', 'welkin', 'pitchy', 'breath']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Faustus, begin thine incantations,",,,,"['Faustus', 'begin', 'incantations']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"And try if devils will obey thy hest,",,,,"['try', 'devils', 'obey', 'hest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,Seeing thou hast pray?d and sacrific?d to them.,,,,"['Seeing', 'pray', '\x99d', 'sacrific', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,"Within this circle is Jehovah?s name,",,,,"['Within', 'circle', 'Jehovah', '\x99s', 'name']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Forward and backward anagrammatiz?d,",,,,"['Forward', 'backward', 'anagrammatiz', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,10,"Th??abbreviated names of holy saints,",,,,"['Th', 'abbreviated', 'names', 'holy', 'saints']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,11,"Figures of every adjunct to the heavens,",,,,"['Figures', 'every', 'adjunct', 'heavens']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,12,"And characters of signs and erring stars,",,,,"['characters', 'signs', 'erring', 'stars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,13,By which the spirits are enforc?d to rise:,,,,"['spirits', 'enforc', '\x99d', 'rise']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,14,"Then fear not, Faustus, but be resolute,",,,,"['fear', 'Faustus', 'resolute']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,15,And try the uttermost magic can perform.,,,,"['try', 'uttermost', 'magic', 'perform']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,16,Sint mihi dei Acherontis propitii!  Valeat numen triplex Jehovoe!,,,,"['Sint', 'mihi', 'dei', 'Acherontis', 'propitii', 'Valeat', 'numen', 'triplex', 'Jehovoe']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,17,"Ignei, aerii, aquatani spiritus, salvete!  Orientis princeps",,,,"['Ignei', 'aerii', 'aquatani', 'spiritus', 'salvete', 'Orientis', 'princeps']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,18,"Belzebub, inferni ardentis monarcha, et Demogorgon, propitiamus",,,,"['Belzebub', 'inferni', 'ardentis', 'monarcha', 'et', 'Demogorgon', 'propitiamus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,19,"vos, ut appareat et surgat Mephistophilis, quod tumeraris:",,,,"['vos', 'ut', 'appareat', 'et', 'surgat', 'Mephistophilis', 'quod', 'tumeraris']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,20,"per Jehovam, Gehennam, et consecratam aquam quam nunc spargo,",,,,"['per', 'Jehovam', 'Gehennam', 'et', 'consecratam', 'aquam', 'quam', 'nunc', 'spargo']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,21,"signumque crucis quod nunc facio, et per vota nostra, ipse nunc",,,,"['signumque', 'crucis', 'quod', 'nunc', 'facio', 'et', 'per', 'vota', 'nostra', 'ipse', 'nunc']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,22,surgat nobis dicatus Mephistophilis!,,,,"['surgat', 'nobis', 'dicatus', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,23,"I charge thee to return, and change thy shape;",,,,"['charge', 'return', 'change', 'shape']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,24,Thou art too ugly to attend on me:,,,,"['ugly', 'attend']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,25,"Go, and return an old Franciscan friar;",,,,"['Go', 'return', 'old', 'Franciscan', 'friar']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,26,That holy shape becomes a devil best.,,,,"['holy', 'shape', 'becomes', 'devil', 'best']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,27,I see there?s virtue in my heavenly words:,,,,"['see', '\x99s', 'virtue', 'heavenly', 'words']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,28,Who would not be proficient in this art?,,,,"['would', 'proficient']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,29,"How pliant is this Mephistophilis,",,,,"['pliant', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,30,Full of obedience and humility!,,,,"['Full', 'obedience', 'humility']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,31,Such is the force of magic and my spells:,,,,"['force', 'magic', 'spells']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,32,"No, Faustus, thou art conjuror laureat,",,,,"['Faustus', 'conjuror', 'laureat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,33,That canst command great Mephistophilis:,,,,"['canst', 'command', 'great', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,34,Quin regis Mephistophilis fratris imagine.,,,,"['Quin', 'regis', 'Mephistophilis', 'fratris', 'imagine']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Now, Faustus, what wouldst thou have me do?",,,,['Faustus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I charge thee wait upon me whilst I live,",,,,"['charge', 'wait', 'upon', 'whilst', 'live']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"To do whatever Faustus shall command,",,,,"['whatever', 'Faustus', 'shall', 'command']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Be it to make the moon drop from her sphere,",,,,"['make', 'moon', 'drop', 'sphere']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,Or the ocean to overwhelm the world.,,,,"['ocean', 'overwhelm', 'world']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"I am a servant to great Lucifer,",,,,"['servant', 'great', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,And may not follow thee without his leave:,,,,"['may', 'follow', 'without', 'leave']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,No more than he commands must we perform.,,,,"['commands', 'must', 'perform']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Did not he charge thee to appear to me?,,,,"['charge', 'appear']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"No, I came hither of mine own accord.",,,,"['came', 'hither', 'accord']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Did not my conjuring speeches raise thee? speak.,,,,"['conjuring', 'speeches', 'raise', 'speak']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"That was the cause, but yet per accidens;",,,,"['cause', 'yet', 'per', 'accidens']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"For, when we hear one rack the name of God,",,,,"['hear', 'one', 'rack', 'name', 'God']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Abjure the Scriptures and his Saviour Christ,",,,,"['Abjure', 'Scriptures', 'Saviour', 'Christ']"
